AMBIGUITY_GROUPS,NUMBER_OF_TEST_CLASSES,NUMBER_OF_UNIT_TEST_CASES,RHO,NUMBER_OF_CLASSES,NUMBER_OF_COMPONENTS,INFORMATION_GAIN
9.73913043478261,2,16,0.38722826086956524,6,46,0.9629875332743683
